0.51977,3.6061,0.54219,0.06601
0.74217,2.4342,0.88374,0.27607
0.10186,15.959,0.3799,0.096034
0.1166,18.957,0.41839,0.016124
0.27635,13.746,0.32204,0.1192
0.16607,14.851,1.2608,0.11896
0.1274,21.27,0.38433,0.026877
0.10264,17.98,0.66708,0.071254
0.20763,5.4333,0.076989,0.13195
0.25971,7.4623,-0.061761,0.032184
0.18574,13.587,1.1556,0.086415
0.26714,12.427,-0.38816,0.017307
0.14136,20.037,0.24337,0.023397
0.18638,7.3478,0.29306,0.2118
0.17794,6.339,0.3066,0.11275
0.22174,12.911,0.61823,0.095598
0.31387,2.7733,0.34086,0.31709
0.57979,3.0563,-0.032941,0.0361
0.058625,36.527,0.86154,0.022022
0.13169,11.594,-0.24666,0.097319
0.45654,5.7893,-1.4572,0.038071
0.34164,6.1329,0.89283,0.050932
0.31154,13.167,1.1905,0.21997
0.26812,1.962,0.23979,0.44116
0.12392,7.0276,1.4098,0.24563
0.25321,5.4199,0.84968,0.35238
0.20025,7.6124,-0.41268,0.06717
0.15408,5.9369,0.65315,0.20339
0.37077,7.6024,-0.61209,0.063626
0.15253,6.2843,1.4141,0.16411
0.3122,2.6097,0.34824,0.36422
0.29102,5.066,0.85329,0.1705
0.096655,3.4424,1.0887,0.34365
