0.29291,12.05,0.79304,0.031862
0.39568,4.2359,0.91819,0.055546
0.1045,17.17,0.25737,0.071947
0.10947,18.301,0.30812,0.04039
0.28316,10.924,0.76337,0.18035
0.3178,8.0608,1.1298,0.17474
0.19017,13.791,0.52108,0.073617
0.076238,28.811,0.21917,0.011585
0.23106,9.0919,0.21481,0.032138
0.22345,9.0231,-0.071014,0.078362
0.062081,30.28,0.54855,0.034098
0.22044,9.9953,-0.32605,0.071081
0.059975,48.599,0.46881,0.013704
0.3826,5.0761,0.95368,0.39144
0.063156,31.944,0.32083,0.047036
0.24886,14.775,0.97585,0.046365
0.24708,4.9705,1.3604,0.33321
0.40015,3.4891,0.33238,0.15992
0.056246,26.394,-0.25463,0.059813
0.10362,18.366,-0.56385,0.037996
0.4833,6.8261,-1.4904,0.03088
0.29066,6.6852,0.74044,0.072007
0.10601,12.305,0.3744,0.090817
0.13994,9.0309,0.42543,0.1618
0.28715,7.9409,2.0453,0.12609
0.53508,3.6957,0.91977,0.17548
0.80925,3.2016,-0.071871,0.055698
0.10678,13.71,1.2438,0.14435
0.36921,12.027,-1.05,0.048833
0.18306,2.1202,1.9001,0.39619
0.75489,2.2411,0.41315,0.39104
0.44611,5.313,0.57262,0.04133
0.30608,2.5895,0.89881,0.37087
